Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Tipo de carrocería,Kilómetros,Precio
Ford,Ranger,2014,3.2 Cd 4x2 Xls Tdci 200cv,Gris,Diésel,4,Manual,3.2,Pick-Up,140.891 km,22900000
Ford,Ecosport,2020,1.5 Se 123cv 4x2,Blanco,Nafta,5,Automática,1.5,SUV,123.600 km,19600000
Ford,Focus,2013,2 1.6 Trend Sigma,Gris,Nafta,5,Manual,1.6,Hatchback,185.000 km,11500
Ford,Ka,2017,1.5 Se U,Plateado,Nafta,5,Manual,1.5,Hatchback,106.000 km,14499999
Ford,Ka,2021,1.5 S,Plateado,Nafta,5,Manual,1.5,Hatchback,59.000 km,18799999
Ford,Ka,2018,1.5 Sel Oportunidad Por Estado (lr),Negro,Nafta,5,Manual,1.5,Hatchback,63.800 km,15000000
Ford,Fiesta,2015,Kinetic 1.6 Titanium Powershift 120cv,Blanco,Nafta,5,Automática,1.6,Hatchback,120.000 km,13000
Ford,Ecosport,2016,1.6 Se 110cv 4x2,Dorado,Nafta,5,Manual,1.6,SUV,108.000 km,14500
Ford,Ranger,2020,3.2 Cd Xls Tdci 200cv Manual 4x4,Gris,Diésel,4,Manual,3.2,Pick-Up,128.000 km,32900000
Ford,Ecosport,2022,1.5 Se 123cv 4x2 Manual,Azul,Nafta,5,Manual,1.5,SUV,15.770 km,22500000
Ford,Ecosport,2018,1.5 Freestyle 123cv 4x2 U,Plateado,Nafta,5,Manual,1.5,SUV,92.000 km,18499999
Ford,Mustang,2017,5.0 Gt 421cv,Plateado,Nafta,2,Manual,5.0,No disponible,13.500 km,83000
Ford,Eco,2010,Sport 1.6 Xls L07 2010,Gris oscuro,Nafta,5,Manual,1.6,SUV,180.000 km,9000000
Ford,Ecosport,2022,1.5 Se 123cv 4x2,Azul,Nafta,5,Manual,1.5,SUV,15.762 km,22500000
Ford,Fiesta,2017,Kinetic 1.6 Se 120cv,Rojo,Nafta,5,Manual,1.6,Hatchback,70.000 km,13950
Ford,Focus,2018,2.0 5p Se L16 2018,Gris,Nafta,5,Manual,2.0,Hatchback,88.000 km,19150000
Ford,Focus,2014,Iii 1.6 S,Azul,Nafta/GNC,5,Manual,1.6,Hatchback,82.000 km,4200
Ford,Mondeo,2018,2.0 Titanium Ecoboost At 240cv Jf,Gris,Nafta,4,Automática,2.0,Sedán,95.900 km,26500000
Ford,Ka,2016,1.5 S 2016,Blanco,Nafta,5,Manual,No disponible,Hatchback,117.000 km,13200000
Ford,Eco,2010,Sport 1.6 Xls L07 2010,Gris oscuro,Nafta,5,Manual,1.6,SUV,180.000 km,9000000
Ford,Focus,2018,2.0 5p Se L16 2018,Gris,Nafta,5,Manual,2.0,Hatchback,88.000 km,19150000
Ford,Ka,2010,1.0 Fly Viral,Negro,Nafta,3,Manual,1.0,Hatchback,130.000 km,8000000
Ford,Ranger,2017,3.2 Tdi 4x4 Dc Xls L16,oferta contado,Diésel,4,Manual,TURBO DIESEL INYECCION,Pick-Up,173.000 km,24900000
Ford,Ranger,2022,3.2 Tdi Dc 4x4 Ltd At L19 2022,Gris,Diésel,4,Automática,4,Pick-Up,17.714 km,48900000
Ford,Focus,2018,2.0 5p Se L16 2018,Gris,Nafta,5,Manual,2.0,Hatchback,88.000 km,19150000
Ford,Focus,2018,2.0 5p Se L16 2018,Gris,Nafta,5,Manual,2.0,Hatchback,88.000 km,19150000
Ford,Focus,2018,2.0 5p Se L16 2018,Gris,Nafta,5,Manual,2.0,Hatchback,88.000 km,19150000
Ford,Focus,2009,2 2.0 Exe Sedan Trend,Gris,Nafta/GNC,4,Manual,2.0,Sedán,195.000 km,8200
Ford,Ka,2009,1.0 Fly Viral,Plateado,Nafta,3,Manual,1.0,Hatchback,211.000 km,5900000
Ford,Focus,2018,2.0 5p Se L16 2018,Gris,Nafta,5,Manual,2.0,Hatchback,88.000 km,19150000
Ford,Ka,2021,1.5 Freestyle Se Semini Lucas,Marrón,Nafta,5,Manual,1.5,Hatchback,87.680 km,17900000
Ford,Fiesta,2013,Kinetic 1.6 Design 120cv Titanium,Gris,Nafta,5,Manual,1.6,Hatchback,97.000 km,14500000
Ford,Ka,2009,1.6 Fly Viral #rp,Plateado,Nafta,3,Manual,1.6,Hatchback,150.000 km,7290000
Ford,Ranger,2021,3.2 Cd Xlt Tdci 200cv Automática 4x2,Gris,Diésel,4,Automática,3.2,Pick-Up,106.000 km,24990
Ford,Ka,2017,1.5 Sel,Blanco,Nafta,5,Manual,1.5,Hatchback,82.980 km,16900000
Ford,Territory,2022,1.5t Titanium,Marrón,Nafta,5,Automática,1.5,SUV,12.000 km,37000000
Ford,Ranger,2018,3.2 Cd Limited Tdci 200cv,Gris,Diésel,4,Automática,3.2,Pick-Up,80.000 km,30000
Ford,Ranger,2022,3.2 Tdi Dc 4x4 Ltd At L19 2022,Blanco,Nafta,2,Automática,4,Pick-Up,32.600 km,45900000
Ford,Ranger,2022,3.2 Cd Xlt Tdci 200cv Automática 4x4,Azul,Diésel,4,Automática,3.2,Pick-Up,92.520 km,36700000
Ford,Ka,2019,1.5 Sel,Rojo,Nafta,5,Manual,1.5,Hatchback,75.550 km,19590000
Ford,Focus,2016,2.0 Se Plus At6,Gris,Nafta,5,Automática,2.0,Hatchback,95.000 km,13900
Ford,Fiesta,2012,Kinetic 1.6 Design 120cv Titanium,Negro,Nafta,5,Manual,1.6,Hatchback,67.000 km,12000
Ford,Ranger,2021,Raptor 2.0l Biturbo Cabina Doble 4x4,Blanco,Diésel,4,Semiautomática,2.0,Pick-Up,72.000 km,43800
Ford,Ford,2018,Ka Sedan 1.5 S Financio Permuto LG,Blanco,Nafta,4,Manual,1.5,Sedán,64.000 km,7500000
Ford,Territory,2021,1.5t Titanium,Blanco,Nafta,5,Automática,1.5,SUV,78.300 km,31300000
Ford,Mondeo,2018,2.0 Titanium Ecoboost At 240cv,Gris,Nafta,4,Automática,2.0,Sedán,95.000 km,25000
Ford,Focus,2016,Iii 1.6 S,Plateado,Nafta,5,Manual,1.6,Hatchback,122.000 km,14000
Ford,Ka,2016,1.5 Sel,Blanco,Nafta,3,Manual,1.5,Hatchback,111.500 km,13500000
Ford,Mondeo,2018,2.0 Titanium Ecoboost At 240cv,Blanco,Nafta,4,Automática,2.0,Sedán,65.000 km,29500000
Ford,Ecosport,2011,2.0 My10 Xlt Plus At 4x2 2011,Negro,Nafta,5,Manual,2.0,SUV,196.000 km,9500
Ford,Focus,2009,1.8 Sedan I Ambiente Mp3,Dorado,Nafta,4,Manual,1.8,Sedán,112.000 km,12000000
Ford,Fiesta,2014,Kinetic 1.6 Se Plus 120cv,Blanco,Nafta,5,Manual,1.6,Hatchback,114.000 km,11600
Ford,Ranger,2007,3.0 Cd Xl Plus 4x2,Negro,Diésel,2,Manual,3.0,Pick-Up,11.111 km,10500000
Ford,Ecosport,2018,1.5 Se 123cv 4x2,Naranja,Nafta,5,Manual,1.5,SUV,62.275 km,22560000
Ford,Ecosport,2018,2.0 Gdi Titanium 170cv 4x2,Naranja,Nafta,5,Automática,2.0,SUV,93.645 km,22620000
Ford,Focus,2017,Iii 2.0 Titanium Mt 2017,Azul,Nafta,5,Manual,2.0,Hatchback,115.000 km,18000
Ford,Mondeo,2019,2.0 Se Ecoboost At 240cv,Blanco,Nafta,4,Automática,2.0,Sedán,128.394 km,29500000
Ford,Ranger,2023,2.0 Cd 4x4 Xl 170cv,Gris,Diésel,4,Manual,2.0,Pick-Up,32.000 km,36000
Ford,Territory,2024,1.8 Ecoboost Titanium At,Blanco,Nafta,5,Automática,1.8,SUV,16.000 km,38000
Ford,Focus,2017,Iii 2.0 Se At6,Gris,Nafta,5,Automática,2.0,Hatchback,114.000 km,18700000
Ford,Ka,2020,1.5 Sel At 5p,Blanco,Nafta,5,Automática,1.5,Hatchback,82.000 km,17500000
Ford,Ranger,2020,3.2 Tdi 4x4 Dc Xlt L19,Rojo,Diésel,4,Manual,TURBO DIESEL INYECCION,Pick-Up,60.000 km,37900000
Ford,Territory,2023,1.8 Ecobost Titanium At,Negro,Nafta,5,Automática,1.8,SUV,26.000 km,44000000
Ford,Focus,2016,Iii 2.0 Sedan Se Plus Mt,Blanco,Nafta,4,Manual,2.0,Sedán,90.000 km,14999
Ford,Focus,2016,Iii 2.0 Sedan Se Plus At6,Plateado,Nafta,4,Automática,2.0,Sedán,94.300 km,15800000
Ford,Mondeo,2019,2.0 Titanium At 2019,Plateado,Nafta,4,Automática,2.0,Sedán,103.000 km,28500000
Ford,Ka,2011,1.0 Fly Viral 63cv,Gris,Nafta,3,Manual,1.0,Hatchback,100.000 km,8790000
Ford,Maverick,2024,4x2 Aut,Gris,Nafta,4,Automática,2.0,Pick-Up,4.500 km,21000000
Ford,Territory,2024,Plan Ovalo 1.8 Ecoboost Titanium At,Gris,Nafta,5,Automática,1.8,SUV,1.350 km,45000000
Ford,Sierra,1986,Coupe 2.3 Xr4,Blanco,Nafta,2,Manual,2.3,Coupé,114.000 km,8000
Ford,Ka,2012,No disponible,Negro,Nafta,3,Manual,1.6,Hatchback,140.000 km,8500000
Ford,F-100,1999,1999 4.3 D Mwm,Blanco,Diésel,2,Manual,4.3,Pick-Up,287.000 km,16500
Ford,Limited,2020,2020,Gris,Diésel,4,Automática,3.2,Pick-Up,105.000 km,34500
Ford,Ecosport,2016,1.6 Se 4x2 110cv,Negro,Nafta,5,Manual,1.6,SUV,88.000 km,13800
Ford,Focus,2013,2 1.8 Tdci Ghia Mt,Gris,Diésel,5,Manual,1.8,Hatchback,196.000 km,13000000
Ford,Ranger,2020,3.2 Cd Xls Tdci 200cv Manual 4x2,Gris,Diésel,4,Manual,3.2,Pick-Up,100.000 km,29900000
Ford,Ranger,2018,2.5 Cd Ivct Xl 166cv,Plateado,Nafta,4,Manual,2.5,Pick-Up,98.000 km,24500
Ford,Eco,2011,Sport 1.6 Xl Plus L07 2011,Beige,Nafta/GNC,5,Manual,1.6,SUV,178.000 km,9500000
Ford,Ecosport,2020,1.5 Se 123cv 4x2,Blanco,Nafta,5,Automática,1.5,SUV,123.600 km,9017000
Ford,De,1977,"Lujo, Motor Sprint 221",Azul,Nafta,5,Manual,3.6,Sedán,111.111 km,5500
Ford,Ranger,2023,3.2 Cd Limited 4x4 Tdci 200cv Automática,Blanco,Diésel,4,Automática,3.2,Pick-Up,37.500 km,44300000
Ford,Eco,2011,Sport 1.6 Xl Plus L07 2011,Beige,Nafta/GNC,5,Manual,1.6,SUV,178.000 km,9500000
Ford,Ka,2020,1.5 Freestyle Sel At6 L18 2020 - Rpm Moviles,Gris oscuro,Nafta,5,Automática,1.5,Hatchback,120.000 km,16200000
Ford,Fiesta,2017,Kinetic 1.6 Sedan Titanium,Rojo,Nafta,4,Manual,1.6,Sedán,147.000 km,17000000
Ford,Fiesta,2016,Kinetic 1.6 S 120cv,Rojo,Nafta,5,Manual,1.6,Hatchback,63.000 km,14000000
Ford,Eco,2011,Sport 1.6 Xl Plus L07 2011,Beige,Nafta/GNC,5,Manual,1.6,SUV,178.000 km,9500000
Ford,Focus,2016,Iii 1.6 S,Plateado,Nafta,5,Manual,1.6,Hatchback,124.000 km,13900
Ford,Fiesta,2015,Kinetic 1.6 Se 120cv,Gris,Nafta,5,Manual,1.6,Hatchback,71.000 km,11900
Ford,Ecosport,2020,1.5 Se 123cv 4x2 Manual,Blanco,Nafta/GNC,5,Manual,1.5,SUV,105.541 km,21400000
Ford,Eco,2011,Sport 1.6 Xl Plus L07 2011,Beige,Nafta/GNC,5,Manual,1.6,SUV,178.000 km,9500000
Ford,Ranger,2021,3.2,Rojo,Diésel,4,Manual,3.2,Pick-Up,67.800 km,26500
Ford,Ranger,2024,Raptor 3.0l V6 Ecoboost Biturbo Cabina Doble 4x4,Azul,Nafta,4,Automática,3.0,Pick-Up,25.000 km,86000
Ford,Ranger,2024,Raptor 3.0l V6 Ecoboost Biturbo Cabina Doble 4x4,Azul,Nafta,4,Automática,3.0,Pick-Up,25.000 km,86000
Ford,Eco,2022,Sport 1.5 Se,Gris plata,Nafta,5,Manual,INYECCION MULTI PUNTO,SUV,31.458 km,24500000
Ford,Focus,2012,2 2.0 Exe Sedan Trend,Gris,Nafta,4,Manual,2.0,Sedán,150.000 km,10500000
Ford,Territory,2022,1.5 T Titanium 2022,Blanco,Diésel,4,Automática,No disponible,SUV,72.000 km,38500000
Ford,Ranger,2017,3.2 Cd Limited Tdci 200cv Automática,Gris,Diésel,4,Automática,3.2,Pick-Up,217.000 km,25500000
Ford,Ranger,2017,3.2 Cd Xlt Tdci 200cv Manual 4x4,Gris,Diésel,4,Manual,3.2,Pick-Up,60.000 km,27000
Ford,Fiesta,2015,Kinetic 1.6 Titanium Powershift 120cv,Negro,Nafta,5,Automática,1.6,Hatchback,177.000 km,12000000
Ford,Kuga,2020,2.0 Titanium,Gris,Híbrido,5,Automática,2.0,SUV,37.000 km,46500000
Ford,Ranger,2017,2.5 Cs Ivct Xl 166cv,Azul,Nafta,3,Manual,2.5,Pick-Up,110.000 km,22800000
Ford,Territory,2022,1.5 T Sel 2022 Rpm Moviles,Blanco,Nafta,5,Automática,1.5,SUV,29.000 km,28600
Ford,Mondeo,2018,2.0 Sel Ecoboost At 2018 - Rpm Moviles,Blanco,Nafta,4,Automática,2,Sedán,69.000 km,25400000
Ford,Focus,2015,2.0 4p Se Plus At L14 2015 - Rpm Moviles,Blanco,Nafta,4,Automática,2,Sedán,80.000 km,15800000
Ford,Eco,2019,Sport 1.5 Titanium L18 2019 - Rpm Moviles,Negro,Nafta,5,Manual,1.5,SUV,72.000 km,18900
Ford,Territory,2021,1.5t Titanium // Forcamsm,Marrón,Nafta,5,Automática,1.5,SUV,81.000 km,36000000
Ford,Ka,2013,1.6 Pulse Top 95cv,Blanco,Nafta,3,Manual,1.6,Hatchback,70.000 km,10700000
Ford,Maverick,2023,2.0 Ecoboost Cd Xlt At8 2wd,Blanco,Nafta,4,Automática,2.0,Pick-Up,36.000 km,28999
Ford,Focus,2013,Iii 1.6 S,Azul,Nafta,5,Manual,1.6,Hatchback,121.000 km,13300000
Ford,Ka,2017,1.5 S 2017 - Rpm Moviles,Plateado,Nafta,5,Manual,No disponible,Hatchback,85.000 km,11700
Ford,Territory,2022,Titanium 1.5l Gtdi 4x2,Negro,Nafta,5,Automática,1.5,SUV,48.000 km,35000
Ford,Ecosport,2014,1.6 Se 110cv 4x2,Negro,Nafta,5,Manual,1.6,SUV,159.000 km,12990
Ford,Ranger,2020,3.2 Cd Xlt Tdci 200cv Automática 4x4,Plateado,Diésel,4,Automática,3.2,Pick-Up,105.000 km,33900000
Ford,Bronco,2021,Sport 1.5 4wd Big Bend At8,Gris,Nafta,5,Automática,1.5,SUV,62.000 km,31500
Ford,Ecosport,2018,1.5 Se 123cv 4x2 Automática,Plateado,Nafta,5,Automática,1.5,SUV,76.300 km,15650
Ford,Ranger,2021,3.2 Cd Limited Tdci 200cv,Azul,Diésel,4,Automática,3.2,Pick-Up,73.500 km,34500
Ford,Ranger,2022,2.2 Tdi 4x2 Dc Xl L19,Blanco,Diésel,4,Manual,TURBO DIESEL INYECCION,Pick-Up,107.200 km,31900000
Ford,F150,2020,Raptor,Negro,Nafta,5,Automática,2.0,Pick-Up,87.000 km,85000
Ford,Fiesta,2019,Kinetic 1.6l Titanium Powershift A/t,Blanco,Nafta,5,Automática,1.6,Hatchback,74.000 km,19500
Ford,Ecosport,2017,Se 1.5 2017 Muy Buena !! Tomo Permutas !!!,Blanco,Nafta,5,Manual,1.5,SUV,101.000 km,15800
Ford,Transit,2024,Ch 2.0l 470e,Blanco,Diésel,2,Manual,2.0,No disponible,111.111 km,52000000
Ford,Focus,2014,Iii 1.6 Sedan S,Gris,Nafta,4,Manual,1.6,Sedán,89.600 km,14500000
Ford,Focus,2016,Iii 2.0 Se Plus At6,Azul,Nafta,5,Automática,2.0,Hatchback,130.000 km,13900
Ford,Mustang,2018,5.0 Gt 421cv,Gris,Nafta,2,Manual,5.0,Coupé,18.000 km,79900
Ford,Ka,2019,1.5 S L18 2019,Gris oscuro,Nafta,5,Manual,1.5,Hatchback,134.540 km,14500000
Ford,Territory,2022,1.5 T Titanium 2022,Blanco,Nafta,5,Automática,No disponible,SUV,72.000 km,37900000
Ford,Fiesta,2007,1.6 Ambiente Plus Mp3,Negro,Nafta,5,Manual,1.6,Hatchback,155.000 km,7000
Ford,Fiesta,2015,1.6 5p Se,Azul,Nafta,5,Manual,1.6,Hatchback,83.000 km,14500000
Ford,Ka,2011,1.6 Pulse 95cv,Gris,Nafta,3,Manual,1.6,Hatchback,92.000 km,9500000
Ford,Focus,2016,Iii 2.0 Se Plus At6,Blanco,Nafta,5,Automática,2.0,Hatchback,146.000 km,12900
Ford,Ranger,2020,2.5 Cd Ivct Xlt 166cv,Blanco,Nafta,4,Manual,2.5,Pick-Up,105.000 km,32000000
Ford,Ecosport,2013,2.0 Se 143cv 4x2,Azul,Nafta,5,Manual,2.0,SUV,123.000 km,15500000
Ford,Ranger,2024,Raptor,Azul,Nafta,4,Automática,3.0,Pick-Up,16.000 km,82999
Ford,Bronco,2022,Sport 2.0 4wd Wildtrak At8,Plateado,Nafta,5,Automática,2.0,SUV,53.000 km,38800
Ford,Ka,2016,S Lp,Blanco,Nafta,3,Manual,1.5,Hatchback,130.000 km,13000000
Ford,Fiesta,2016,Kinetic 1.6 Titanium 2016,Rojo,Nafta,5,Manual,1.6,Hatchback,85.000 km,13900
Ford,Kuga,2017,Titanium,Blanco,Nafta,5,Automática,2.0,SUV,100.000 km,26000000
Ford,Fiesta,2012,Kinetic 1.6 Design 120cv Titanium,Blanco,Nafta,5,Manual,1.6,Hatchback,150.000 km,11799999
Ford,Ranger,2017,2.2 Cd Xl Tdci 125cv 4x4,Blanco,Diésel,4,Manual,2.2,Pick-Up,203.000 km,20500
Ford,Ka,2018,1.5 Sel (fl),Negro,Nafta,5,Manual,1.5,Hatchback,63.000 km,15000001
Ford,Ecosport,2009,1.6 Xls Mp3 4x2,Dorado,Nafta/GNC,5,Manual,1.6,SUV,240.000 km,9900
Ford,Ka,2011,1.0 Fly Viral Usb/bluetooth,Gris,Nafta,3,Manual,1.0,Hatchback,100.000 km,7700
Ford,Eco,2020,Sport 1.5 Freestyle L18 2020,Blanco,Nafta,5,Manual,1.5,SUV,64.000 km,21650000
Ford,Ka,2021,1.5 Freestyle Sel At,Dorado,Nafta,5,Automática,1.5,Hatchback,46.000 km,18500
Ford,Focus,2017,1.6 5p S L16 2017 - Rpm Moviles,Blanco,Nafta,5,Manual,2,Hatchback,91.000 km,15500
Ford,Focus,2014,2.0 5p Se Plus At L14 2014 - Rpm Moviles,Blanco,Nafta,5,Automática,2,Hatchback,147.000 km,15000000
Ford,Eco,2020,Sport 1.5 Se L18 2020 - Rpm Moviles,Blanco,Diésel,5,Manual,1.5,SUV,73.000 km,17900
Ford,Eco,2019,Sport 1.5 S L18 2019 - Rpm Moviles,Negro,Nafta,5,Manual,1.5,SUV,51.000 km,20500000
Ford,Ranger,2017,3.2 Cd Limited Tdci 200cv Automática,Gris,Diésel,4,Automática,3.2,Pick-Up,130.000 km,28000
Ford,Maverick,2022,2.0 Ecoboost Cd Lariat At8 4wd,Gris,Nafta,4,Automática,2.0,Pick-Up,79.000 km,39000
Ford,Ranger,2024,Raptor 3.0l V6 Ecoboost Biturbo Cabina Doble 4x4,Azul,Nafta,4,Automática,3.0,Pick-Up,25.000 km,88000
Ford,Ford,2023,- Ranger 4x2 Dc Xlt At 2.2 L D 2023,Blanco,Diésel,5,Manual,2.2,Pick-Up,80.100 km,38500000
Ford,Ranger,2016,3.2 Cd 4x2 Xlt At Tdci 200cv,Azul,Diésel,4,Automática,3.2,Pick-Up,118.000 km,24000
Ford,Fiesta,2014,Kinetic 1.6 Design 120cv Titanium,Rojo,Nafta,5,Manual,1.6,Hatchback,111.000 km,14800000
Ford,Ecosport,2012,1.6 My10 Xls 4x2,Dorado,Nafta,5,Manual,1.6,SUV,137.898 km,10900
Ford,Ka,2011,1.6 Fly Viral 95cv,Azul,Nafta,3,Manual,1.6,Hatchback,147.000 km,7999999
Ford,Mondeo,2018,2.0 Titanium Ecoboost At 240cv 2017,Gris,Nafta,4,Automática,2.0,Sedán,54.000 km,29400000
Ford,Territory,2023,1.8 Titanium At,Gris,Nafta,5,Automática,1.8,SUV,70.000 km,35000
Ford,Ecosport,2013,2.0 Se 143cv 4x2,Gris,Nafta,5,Manual,2.0,SUV,136.897 km,13500
Ford,Territory,2024,1.8 Ecoboost Titanium At,Azul,Nafta,5,Automática,1.8,SUV,6.500 km,44000000
Ford,Transit,2011,2.4 Furgon Largo Tdci Ta Aa3750 Boxer Ducato,Gris,Diésel,2,Manual,2.4,Furgón,290.000 km,19000
Ford,Ecosport,2018,1.5 Se 123cv 4x2,Rojo,Nafta/GNC,5,Manual,1.5,SUV,113.118 km,17900
Ford,Focus,2016,Iii 2.0 Sedan Titanium At6,Azul,Nafta,4,Automática,2.0,Sedán,101.000 km,16800
Ford,F-100,1995,4.9 Xlt D Super Cab,Rojo,Diésel,2,Manual,4.9,Pick-Up,9.500 km,39900
Ford,Ka,2016,1.5 S 2016 Rpm Moviles,Blanco,Nafta,5,Manual,No disponible,Hatchback,63.000 km,12900
Ford,600,2000,Mecanica 1114 Impecable Con Caja 4 Ases !!,Negro,Diésel,2,Manual,1114,Pick-Up,100.000 km,9500000
Ford,Ka,2013,1.6 Fly Viral 95cv,Negro,Nafta,3,Manual,1.6,Hatchback,116.000 km,9000000
Ford,Ranger,2023,3.2 Cd Limited 200cv Automática,Rojo,Diésel,4,Automática,3.2,Pick-Up,23.000 km,42000
Ford,Ecosport,2016,1.6 Titanium 110cv 4x2,Blanco,Nafta,5,Manual,1.6,SUV,80.615 km,19700000
Ford,Ranger,2020,3.2 Cd Limited Tdci 200cv Automática,Gris,Diésel,4,Automática,3.2,Pick-Up,86.000 km,35500
Ford,Ka,2020,1.5 Se,Blanco,Nafta,5,Manual,1.5,Hatchback,90.000 km,12999
Ford,Ecosport,2016,1.6 S 110cv 4x2,Blanco,Nafta,5,Manual,1.6,SUV,118.000 km,16000000
Ford,Fiesta,2011,Kinetic 1.6 Design Sedan 120cv Trend Plus,Azul,Nafta/GNC,4,Manual,1.6,Sedán,140.000 km,10500000
Ford,Ecosport,2021,1.5 Freestyle 123cv 4x2,Azul,Nafta,5,Manual,1.5,SUV,57.000 km,19500
Ford,Ka,2018,1.5 S,Blanco,Nafta,5,Manual,1.5,Hatchback,44.000 km,16500000
Ford,Focus,2017,Iii 2.0 Se Plus At6,Gris,Nafta,5,Automática,2.0,Hatchback,79.100 km,18000000
Ford,Ranger,2006,2.8 Tdi Sc 4x2 Xl Plus L04 2006 Rpm Moviles,Rojo,Diésel,2,Manual,4,Pick-Up,200.000 km,12400
Ford,Eco,2007,Sport 1.6 Xls 2007 Rpm Moviles,Negro,Nafta,5,Manual,1.6,SUV,109.000 km,10900000
Ford,Ranger,2015,3.2 Cd 4x4 Xlt Tdci 200cv,Azul,Diésel,4,Manual,3.2,Pick-Up,170.000 km,20500
Ford,Ranger,2015,2.2 Cd 4x2 Xl Safety Tdci 125cv,Gris,Diésel,4,Manual,2.2,Pick-Up,259.900 km,17000
Ford,Ranger,2017,3.2 Cd Xlt Tdci 200cv Manual 4x4,Naranja,Diésel,4,Manual,3.2,Pick-Up,54.000 km,33000000
Ford,Ranger,2018,3.2 Cd Xlt Tdci 200cv Automática 4x4,Azul,Diésel,4,Automática,3.2,Pick-Up,74.395 km,29500
Ford,Ecosport,2019,1.5 Freestyle 123cv 4x2,Blanco,Nafta,5,Manual,1.5,SUV,73.400 km,18900000
Ford,Fiesta,2014,Kinetic 1.6 Se Plus 120cv,Blanco,Nafta,5,Manual,1.6,Hatchback,81.000 km,13300
Ford,Ranger,2024,4x2 Xl 2025 Plan Ovalo,Blanco,Diésel,4,Manual,2.0,Pick-Up,11.111 km,30000000
Ford,Ecosport,2015,1.6 Freestyle 110cv 4x2,Blanco,Nafta/GNC,5,Manual,1.6,SUV,111.000 km,16500000
Ford,Ka,2017,1.5 Se,Blanco,Nafta,5,Manual,1.5,Hatchback,122.000 km,16900000
Ford,Ranger,2013,3.2 Tdi Dc 4x2 Xlt L12 2013 Rpm Moviles,Azul,Diésel,4,Manual,3.2,Pick-Up,170.000 km,18700
Ford,Ecosport,2015,2.0 Titanium 143cv 4x2,Blanco,Nafta/GNC,5,Manual,2.0,SUV,179.470 km,14900000
Ford,Focus,2014,2.0 5p Se L14 2014 - Rpm Moviles,Blanco,Nafta,5,Manual,2,Hatchback,130.000 km,14400000
Ford,Maverick,2022,2.0 Ecoboost Cd Lariat At8 4wd,Azul,Nafta,4,Automática,2.0,Pick-Up,16.000 km,40000
Ford,Focus,2018,Iii 2.0 Titanium At6,Azul,Nafta,5,Automática,2.0,Hatchback,108.800 km,21500000
Ford,Mustang,2023,5.0 V8 Coupe Mach 1 2023,Gris,Nafta,2,Automática,4.6,Cabriolet,700 km,118000
Ford,Ranger,2015,3.2 Cd 4x4 Limited Tdci 200cv At,Gris,Diésel,4,Automática,3.2,Pick-Up,180.000 km,30000000
Ford,Focus,2017,Iii 2.0 Se Plus At6,Plateado,Nafta,5,Automática,2.0,Hatchback,113.500 km,18700000
Ford,Ka,2020,1.5 Se,Plateado,Nafta,5,Manual,1.5,Hatchback,52.000 km,17800000
Ford,Fiesta,2017,Kinetic 1.6 Se Plus 120cv,Rojo,Nafta,5,Manual,1.6,Hatchback,120.000 km,12500
Ford,Focus,2017,Iii 1.6 S,Azul,Nafta,5,Manual,1.6,Hatchback,154.625 km,17500000
Ford,Ranger,2016,3.2 Cd 4x4 Xlt Tdci 200cv,Gris,Diésel,4,Manual,3.2,Pick-Up,145.000 km,25500
Ford,Ranger,2016,3.2 Cd 4x4 Xlt Tdci 200cv,Gris,Diésel,4,Manual,3.2,Pick-Up,145.000 km,25500
Ford,Ranger,2021,3.2 Cd Xlt Tdci 200cv Automática 4x2,Blanco,Diésel,4,Automática,3.2,Pick-Up,54.800 km,37500000
Ford,Ranger,2017,3.2 Cd Xlt Tdci 200cv Automática 4x4,Azul,Diésel,4,Automática,3.2,Pick-Up,163.000 km,27000
Ford,Bronco,2022,Sport 2.0 4wd Wildtrak At8,Gris,Nafta,5,Automática,2.0,SUV,59.000 km,39000
Ford,Ka,2016,1.5 S,Blanco,Nafta,3,Manual,1.5,Hatchback,66.500 km,12900
Ford,Focus,2011,2 2.0 Trend Plus,Gris,Nafta,5,Manual,2.0,Hatchback,150.000 km,9700
Ford,Ka,2012,1.0 Fly Viral 63cv,Negro,Nafta,3,Manual,1.0,Hatchback,122.000 km,7300
Ford,Ka,2018,1.5 Sel,Rojo,Nafta,5,Manual,1.5,Hatchback,110.000 km,13900000
Ford,Ranger,2006,3.0 Xl Plus 2006 153.354 Km,Blanco,Diésel,2,Manual,3.0,Pick-Up,153.354 km,9900
Ford,Ecosport,2020,1.5 Freestyle 123cv 4x2,Plateado,Nafta,5,Manual,1.5,SUV,49.000 km,21500000
Ford,Ranger,2015,2.2 Cd 4x2 Xl Safety Tdci 125cv,Azul,Diésel,4,Manual,2.2,Pick-Up,68.000 km,23800000
Ford,Focus,2018,Iii 2.0 Se 2018 Manual,Blanco,Nafta,5,Manual,2.0,Hatchback,102.700 km,20400000
Ford,Ecosport,2018,1.5 Freestyle 123cv 4x2,Negro,Nafta,5,Manual,1.5,SUV,87.000 km,16500
Ford,Ecosport,2018,1.5 Freestyle 123cv 4x2,Negro,Nafta,5,Manual,1.5,SUV,87.000 km,16500
Ford,Fiesta,2008,Max 1.6 Ambiente Plus Mp3,Dorado,Nafta,4,Manual,1.6,Sedán,138.000 km,8800000
